task_uid,compute_multiplier,memory_multiplier,semantic_class,warning,requested_model,resolved_model,latency_ms,prompt_tokens,completion_tokens,total_tokens,attempts,response_sha256
pool04-task060,2.5,2.0,text-to-image,Long prompt may increase compute.,deepseek-chat,deepseek-v4-flash,912.890583043918,174,48,222,1,69c079183ffd3366d16d4f93c43ecd4b44bd58631099da5e69dbb4d91d58726c
pool04-task061,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1010.5600000824779,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task062,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,967.8394170477986,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task063,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,938.3364589884877,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task064,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,970.6619170028716,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task065,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,729.7554999822751,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task066,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1067.640749970451,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task067,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1325.0778339570388,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce
pool04-task068,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1149.7282920172438,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task069,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1146.1437919642776,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task070,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,918.4396669734269,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task071,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1170.423625037074,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63
pool04-task072,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,909.600832965225,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task073,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1049.0048330975696,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task074,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1022.6773750036955,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task075,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,910.6201250106096,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task076,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1131.9450000301003,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task077,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1111.5787921007723,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task078,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,920.7754168892279,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task079,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1107.9964579548687,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c
pool04-task080,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,900.8781660813838,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task081,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1169.7978749871254,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task082,2.5,2.0,image_editing,High resource demand due to 8 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1114.8392499890178,173,56,229,1,14c7487bb8a851ff61f046f7ff1fc421a3d4730fb869872d1eb03eae931cbcae
pool04-task083,2.0,1.5,INPAINTING,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1235.7747909845784,172,53,225,1,5fd724f49e2408f27ccadeaca6392bf7659d70fc97b864fa9ad8a5eb8de27cc0
pool04-task084,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1017.5642910180613,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task085,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1087.185375043191,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool04-task086,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1037.719166954048,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task087,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,957.4693749891594,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task088,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,908.3145000040531,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task089,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,863.6605410138145,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task090,2.5,2.0,image_generation,Long prompt may increase compute.,deepseek-chat,deepseek-v4-flash,895.528040942736,174,48,222,1,cca54db94da85672d4a6fdf0a763a1a8fe8748b587b5930c4917058c9e727709
pool04-task091,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,847.0953750656918,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c
pool04-task092,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,928.4792080288753,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task093,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1006.570625002496,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task094,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1011.1732920631766,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task095,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,995.614374987781,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task096,1.0,1.0,image_generation,none_reported,deepseek-chat,deepseek-v4-flash,762.0132500305772,174,42,216,1,f4f80836bf678e607f95f29f6b12e54d487eb04a5e75caa7fc2ccafd13ca2da8
pool04-task097,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1033.4704580018297,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool04-task098,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,798.6915000947192,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool04-task099,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1063.840957940556,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task000,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,881.3407920533791,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c
pool05-task001,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,941.6022499790415,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task002,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1178.7040000781417,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool05-task003,2.0,1.5,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1030.577166005969,174,48,222,1,66069ac9400131202fff9f131eca45f035e5b87c99a75b401f68a5283c4b4895
pool05-task004,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,855.1293340278789,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task005,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,911.5165000548586,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63
pool05-task006,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,920.6206249073148,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task007,3.2,2.5,image_generation,High step count and LoRA count increase resource demand.,deepseek-chat,deepseek-v4-flash,1023.5485000303015,174,53,227,1,723818fac0d78563b93fd894bea7e69445d8a309e3f9b8b399c24b1a288fa0c1
pool05-task008,2.0,1.5,image_generation,High step count increases compute demand.,deepseek-chat,deepseek-v4-flash,1047.114957938902,174,49,223,1,52dc22120b3628d9860cf69a43379323e6a3cc4fe2e72f98aa3782642c5c77e9
pool05-task009,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,908.2654579542577,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task010,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,917.0380000723526,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task011,2.0,1.5,image_generation,High compute demand due to 30 steps and long prompt.,deepseek-chat,deepseek-v4-flash,1181.6588329384103,174,54,228,1,c165b100e374342501895e0cb2a9de9a3f600af7ba45a2f7f6eefc94f8de9dca
pool05-task012,2.5,2.0,TXT_2_IMG,High resolution or steps may increase resource usage.,deepseek-chat,deepseek-v4-flash,1289.6228330209851,174,54,228,1,a295a4151aa18f677ed0b8a73eadf9941ee8ccfe131740f701bd4e159460db46
pool05-task013,2.0,1.5,image_generation,High prompt length may increase compute.,deepseek-chat,deepseek-v4-flash,934.3761670170352,174,49,223,1,e4ee1169251c4295b5468bd8ea3a7e37db3e31c1407359fd62c766faf378c89e
pool05-task014,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,830.1204160088673,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task015,2.0,1.5,image_generation,High compute demand due to 30 steps and long prompt.,deepseek-chat,deepseek-v4-flash,1135.7513330876827,174,54,228,1,c165b100e374342501895e0cb2a9de9a3f600af7ba45a2f7f6eefc94f8de9dca
pool05-task016,2.0,1.5,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1079.9457910470665,174,48,222,1,66069ac9400131202fff9f131eca45f035e5b87c99a75b401f68a5283c4b4895
pool05-task017,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,725.9712080704048,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task018,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,845.0307080056518,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task019,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,854.6155829681084,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task020,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,883.5281669162214,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task021,1.0,1.0,TXT_2_IMG,Baseline text-to-image task.,deepseek-chat,deepseek-v4-flash,832.1717079961672,174,52,226,1,f169ec5db12b92ab821838f26f69d215859ed6fbf747c547d7ba144a20fa4979
pool05-task022,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,865.3134579071775,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task023,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1045.779832988046,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task024,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1208.5646250052378,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task025,2.5,2.0,image_generation,High resource demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,937.8170410636812,174,55,229,1,7096b5db4bc5c65db42f65552313a8ed3fb968f990708fb37f0ee8290868adc2
pool05-task026,2.0,1.5,image_generation,Standard text-to-image generation with LoRA.,deepseek-chat,deepseek-v4-flash,950.6410000612959,174,51,225,1,826db0740b6082c41609fc783a87872a7199388e4776af9dc0ac6ac8bf9130e9
pool05-task027,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,970.8601250313222,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task028,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,778.5648750141263,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task029,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1029.3823340907693,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task030,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1110.9948749653995,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task031,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1003.7061659386382,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task032,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1086.1439999425784,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task033,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,971.0421250201762,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task034,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1089.3378749024123,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task035,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1114.9160410277545,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task036,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,876.8322500400245,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task037,2.5,2.0,image_editing,IMG_2_IMG with 4 images and 30 steps is compute-heavy.,deepseek-chat,deepseek-v4-flash,1204.6529160579666,173,60,233,1,bb604e8b3852b2b142ba7dd5c6a2bb12c33b7bfdd04130f12ca36918a3182898
pool05-task038,2.0,1.5,image_generation,High step count and multiple images increase compute demand.,deepseek-chat,deepseek-v4-flash,923.6899169627577,173,52,225,1,05fd20fe39bd19eda98fd52a17c7ad12fe04652345abd5e0b2696ea04352e27a
pool05-task039,2.5,2.0,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1108.6702919565141,173,57,230,1,5aff7d67b5ced2f2e8248caceefcf7ec0e27f8391994d59cd5922e65b90de4aa
pool05-task040,2.5,2.0,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1209.898000000976,173,57,230,1,5aff7d67b5ced2f2e8248caceefcf7ec0e27f8391994d59cd5922e65b90de4aa
pool05-task041,1.5,1.2,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1110.7420419575647,173,57,230,1,86f994dcbf0e612873f4cd07ff238afddf4ba3ee6d76b2790227f24d9b923928
pool05-task042,2.0,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1025.4757920047268,173,57,230,1,4944074fe3c01168f838207abd8848351ae074e988fddcfd1fa935877e318392
pool05-task043,2.0,2.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1055.9583749854937,173,57,230,1,a5eea40917a0a58b7980aec4d7e37609a9fbec74a3df7a13756eced6858d0a98
pool05-task044,2.5,2.0,text_to_image,Long prompt may increase compute.,deepseek-chat,deepseek-v4-flash,841.3166250102222,175,48,223,1,789ca12e24fedfcaa1a97d8b18a1b97887ea609cd928c7ef4944022daa424fbe
pool05-task045,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1189.051374909468,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4
pool05-task046,2.0,2.0,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1046.955541940406,173,57,230,1,64eea3771b1ca8f01e02775ea5a2091017665a56f355b905b249d4662e5eb4cd
pool05-task047,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1015.8660829765722,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task048,2.0,1.5,TXT_2_IMG,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1086.469208006747,174,51,225,1,55fbbada13e964fb050c9d55189056fed3a2fa963b0485fa7d10af3951d3ec9c
pool05-task049,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,918.2413750095293,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task050,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,997.7085000136867,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task051,2.0,1.5,image_editing,IMG_2_IMG with 2 images and 30 steps,deepseek-chat,deepseek-v4-flash,1312.9528749268502,173,57,230,1,a76bd255f5d712e1475bf8c2c508db921adf86c4db74abe74c159bd326c6c33e
pool05-task052,2.0,1.5,image_editing,IMG_2_IMG with 2 images and 30 steps,deepseek-chat,deepseek-v4-flash,981.7924170056358,173,57,230,1,a76bd255f5d712e1475bf8c2c508db921adf86c4db74abe74c159bd326c6c33e
pool05-task053,2.0,1.5,image_editing,IMG_2_IMG with 2 images and 30 steps,deepseek-chat,deepseek-v4-flash,1030.138500034809,173,57,230,1,a76bd255f5d712e1475bf8c2c508db921adf86c4db74abe74c159bd326c6c33e
pool05-task054,1.5,1.2,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,893.5120840324089,174,48,222,1,9a792016e1746d976be521c0840021b2659b44e3aff7bc0bfb0e162c868bca95
pool05-task055,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,916.0374579951167,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task056,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1053.5588329657912,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task057,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,947.0500419847667,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63
pool05-task058,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,842.6925829844549,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task059,2.0,1.5,image_generation,Moderate resource demand for text-to-image generation.,deepseek-chat,deepseek-v4-flash,1129.2308749398217,174,52,226,1,523ed56bbd3873ab97b6f307fb2af1162d55679406fe579956a9042e7a227c1e
pool05-task060,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1001.7609579954296,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task061,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,883.0449170200154,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task062,1.5,1.5,image_editing,Inpainting with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1102.4819579906762,172,55,227,1,ce30ecc4e9a1d3fd87afc23b8d509193b79f11b783b7daeec65ff7e1406f5660
pool05-task063,1.5,1.5,image_editing,Minimal prompt; consider longer description.,deepseek-chat,deepseek-v4-flash,1021.1158329620957,172,51,223,1,24b7ed160860efb0f470fbb8eccd7120d4874018c3b214460918202000777b0b
pool05-task064,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,994.4489590125158,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task065,1.5,1.5,image_editing,Minimal prompt; consider longer prompt for better results.,deepseek-chat,deepseek-v4-flash,1031.666790950112,173,54,227,1,02a0f8f3c0da8c6cbc335b7746a774e91766a405cd9a91345531d6d346c0f1a2
pool05-task066,1.5,1.5,image_editing,Minimal prompt; consider longer prompt for better quality.,deepseek-chat,deepseek-v4-flash,1000.1530830049887,173,54,227,1,b96e50fa08bfe8294b31e380e8b0104677d1f1c0c41e064d4b283578d28c8263
pool05-task067,2.5,2.0,image_generation,High step count and long prompt increase compute demand.,deepseek-chat,deepseek-v4-flash,1193.5045840218663,174,52,226,1,9f78b5dfac8fa7bd876d3e075ed86139a21d39a0dc3659c7cb087be696027830
pool05-task068,1.5,1.5,image_editing,Minimal prompt; consider longer prompt for better results.,deepseek-chat,deepseek-v4-flash,1081.622791942209,173,54,227,1,02a0f8f3c0da8c6cbc335b7746a774e91766a405cd9a91345531d6d346c0f1a2
pool05-task069,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,883.5015000076964,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c
pool05-task070,1.5,1.5,image_editing,Minimal prompt; consider longer prompt for better quality.,deepseek-chat,deepseek-v4-flash,1074.7535839909688,173,54,227,1,b96e50fa08bfe8294b31e380e8b0104677d1f1c0c41e064d4b283578d28c8263
pool05-task071,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1133.690334041603,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task072,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,826.6044160118327,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task073,2.5,2.0,image_generation,High resolution or steps may increase resource usage.,deepseek-chat,deepseek-v4-flash,1102.1012919954956,174,51,225,1,6cd3d0be729234c8dce1ce4c02007300bdffe38d4d8f72c69dc91f3f4d527158
pool05-task074,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1195.5930000403896,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce
pool05-task075,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1493.9504999201745,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task076,2.0,1.5,TXT_2_IMG,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1126.3875410659239,174,51,225,1,55fbbada13e964fb050c9d55189056fed3a2fa963b0485fa7d10af3951d3ec9c
pool05-task077,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1307.391709065996,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c
pool05-task078,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,988.9776250347495,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task079,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1167.1732499962673,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0
pool05-task080,2.0,1.5,image_generation,Standard text-to-image generation with 30 steps.,deepseek-chat,deepseek-v4-flash,1123.9111250033602,174,52,226,1,03b327fa1410fe0353549fcb1da91da799d12dde3efb125a28e0f3739aab8920
